event,lepton_index,pid,pT,eta,phi
0,0,|,|,|,|
0,1,|,|,|,|
0,2,|,|,|,|
0,3,|,|,|,|
0,4,|,|,|,|
0,5,|,|,|,|
0,6,|,|,|,|
0,7,|,|,|,|
0,8,|,|,|,|
0,9,|,|,|,|
0,10,|,|,|,|
0,11,|,|,|,|
0,12,|,|,|,|
0,13,|,|,|,|
0,14,|,|,|,|
360,1,11,36.949,-1.277,-1.231
360,2,13,9.367,-2.240,-0.901
360,3,-13,12.350,-3.066,-1.851
361,0,-13,37.535,1.520,-0.865
361,1,13,40.555,2.436,1.959
361,2,11,19.553,2.133,-1.761
361,3,-11,11.401,3.232,-2.917
361,4,11,0.276,-1.901,-2.163
361,5,-11,0.401,-2.090,-2.120
361,6,11,0.116,4.896,-0.441
361,7,-11,0.014,4.828,-0.469
362,0,-11,58.689,0.081,-1.048
362,1,11,42.196,0.397,1.138
362,2,-11,5.429,1.251,-1.490
362,3,11,17.975,0.667,2.343
363,0,11,51.007,-2.589,-2.538
363,1,-11,42.287,-2.478,0.109
363,2,13,2.024,0.185,3.017
363,3,-13,11.192,-3.486,1.531
363,4,-13,2.185,4.305,2.501
363,5,-13,0.719,-0.269,-2.442
363,6,11,0.010,0.853,1.470
363,7,-11,0.425,0.856,1.797
364,0,-13,12.637,1.945,2.420
364,1,13,3.413,-0.642,-1.999
364,2,11,33.625,1.530,-0.036
364,3,-11,34.604,2.589,-3.008
364,4,11,0.121,-1.361,2.389
364,5,-11,0.045,-1.377,2.206
364,6,11,0.006,4.674,1.293
364,7,-11,0.071,4.456,1.145
365,0,11,3.880,-2.742,-2.421
365,1,-11,7.877,-0.483,2.606
365,2,13,141.340,-1.720,-1.578
365,3,-13,11.580,-0.452,0.650
366,0,-11,14.029,2.957,-0.432
366,1,11,25.579,1.931,1.712
366,2,11,2.605,5.105,0.510
366,3,-11,44.330,1.338,-1.185
366,4,11,0.115,2.616,-2.346
366,5,-11,0.196,2.669,-2.384
367,0,11,18.691,-0.999,-0.592
367,1,-11,31.776,0.253,-0.661
367,2,13,42.197,0.763,0.313
367,3,-13,24.931,-1.281,0.179
367,4,11,0.028,-2.055,2.519
367,5,-11,0.085,-2.062,2.489
368,0,13,12.681,2.227,1.670
368,1,-13,21.964,2.598,-0.410
368,2,11,65.002,1.984,1.283
368,3,-11,30.533,3.046,-0.677
369,0,11,38.900,0.674,-1.127
369,1,-11,46.026,1.297,2.458
369,2,11,18.173,-0.147,-2.734
369,3,-11,10.354,1.695,-1.699
369,4,11,0.267,-0.929,0.709
369,5,-11,0.159,-0.921,0.728
369,6,11,0.484,-2.218,-1.803
369,7,-11,0.265,-2.899,-1.386
369,8,11,0.008,-4.887,0.362
369,9,-11,0.001,-4.629,-0.815
370,0,13,40.795,-2.591,-2.040
370,1,-13,51.108,-2.827,0.952
370,2,11,4.953,-5.060,2.285
370,3,-11,11.165,-3.101,1.365
371,0,11,41.041,2.099,-2.261
371,1,-11,40.730,2.361,0.603
371,2,-11,4.984,-0.315,2.260
371,3,11,12.156,2.237,0.638
371,4,-11,0.124,4.445,1.916
371,5,11,0.013,-1.051,1.369
371,6,-11,0.024,-0.917,0.825
372,0,-11,26.105,0.693,-1.362
372,1,11,4.288,2.483,1.313
372,2,13,17.202,2.812,-3.117
372,3,-13,10.010,-0.826,3.038
372,4,11,0.172,4.120,-1.348
372,5,-11,0.109,4.240,-1.417
373,0,-13,50.986,2.433,2.737
373,1,13,39.208,1.787,0.153
373,2,13,1.876,3.087,-2.527
373,3,-13,25.312,1.678,-1.659
373,4,11,0.510,-5.156,1.591
373,5,-11,0.255,-5.159,1.612
373,6,11,0.025,-4.266,1.379
373,7,-11,0.062,-4.579,2.496
373,8,11,0.536,2.419,2.814
373,9,11,0.029,-5.492,-0.749
373,10,-11,0.014,-5.518,-0.736
374,0,-11,52.158,0.734,-2.258
374,1,11,35.719,-0.135,0.402
374,2,11,9.901,1.076,0.811
374,3,-11,12.160,-0.433,1.048
375,0,11,66.577,0.628,1.329
375,1,-11,71.501,1.228,0.128
375,2,-11,41.907,0.656,0.580
375,3,11,47.500,1.272,0.672
375,4,11,0.593,2.065,-0.088
375,5,-11,0.074,1.777,-0.227
375,6,11,0.094,3.065,2.400
375,7,-11,0.051,3.069,1.919
376,0,13,14.276,-1.598,2.561
376,1,-13,16.064,-1.631,0.939
376,2,13,33.660,-1.391,-2.551
376,3,-13,91.667,-2.328,2.267
376,4,11,0.034,-1.687,-0.741
376,5,-11,0.051,-1.954,-0.640
377,0,13,42.973,-1.151,-1.531
377,1,-13,14.786,0.590,1.872
377,2,-13,25.968,-0.652,2.646
377,3,13,17.460,-1.533,0.298
377,4,11,0.334,2.019,0.133
377,5,-11,0.212,1.988,0.165
378,0,13,17.785,-1.829,1.135
378,1,-13,1.851,-0.691,-1.104
378,2,13,44.224,-1.102,2.658
378,3,-13,55.205,-1.784,-1.473
378,4,11,0.415,-0.352,-0.580
378,5,-11,0.056,-0.349,-0.577
379,0,11,41.008,-2.653,0.157
379,1,-11,17.277,-0.889,-2.800
379,2,11,33.415,-1.335,-1.551
379,3,-11,9.857,-1.733,0.526
379,4,11,0.096,3.979,-2.976
379,5,-11,0.038,3.972,-3.001
380,0,13,9.863,-2.025,-2.311
380,1,-13,9.328,-4.511,-1.333
380,2,13,35.374,-2.838,1.577
380,3,-13,55.298,-3.664,-2.402
380,4,11,0.049,4.040,-1.242
380,5,-11,0.736,3.962,-1.262
380,6,11,0.016,4.723,1.832
380,7,-11,0.091,4.617,1.713
381,0,-11,41.801,-1.520,-0.724
381,1,11,23.194,-2.457,-0.922
381,2,-13,45.311,-1.322,-0.504
381,3,13,66.648,-2.269,-1.638
381,4,11,0.025,4.002,2.726
381,5,-11,0.036,4.082,2.635
381,6,11,0.023,-4.175,-1.344
381,7,-11,0.043,-4.245,-1.411
382,0,13,107.079,-0.950,2.192
382,1,-13,26.542,-0.965,-1.983
382,2,-11,65.615,-1.027,2.373
382,3,11,16.892,-1.098,2.928
382,4,11,0.423,-0.568,-0.067
382,5,-11,0.085,-0.606,-0.059
383,0,11,122.857,-2.353,-0.491
383,1,-11,17.516,-0.735,-1.344
383,2,11,7.907,-0.799,0.714
383,3,-11,23.916,-1.975,-0.729
384,0,-11,47.204,0.094,1.412
384,1,11,40.310,-0.359,-1.172
384,2,11,12.811,-1.078,-2.891
384,3,-11,16.148,0.006,2.434
384,4,11,0.006,-3.250,0.521
384,5,-11,0.160,-3.469,0.582
384,6,11,0.013,-5.878,-2.440
384,7,-11,0.033,-5.903,-2.373
385,0,-11,37.678,1.772,0.250
385,1,11,27.711,0.158,-2.926
385,2,13,6.825,0.029,1.548
385,3,-13,20.685,0.587,-2.747
385,4,11,0.017,-0.923,0.866
385,5,-11,0.010,-1.466,-2.331
385,6,11,0.069,-0.398,-1.096
385,7,-11,0.433,-0.412,-0.873
386,0,11,1.754,-0.587,-0.038
386,1,-11,1.303,1.393,2.332
386,2,-11,27.633,0.963,2.040
386,3,11,54.487,0.558,-1.236
387,0,11,6.460,0.926,-1.812
387,1,-11,8.668,3.713,-1.111
387,2,11,5.425,5.731,1.820
387,3,-11,16.983,1.231,-1.310
388,0,-13,25.396,-0.292,1.649
388,1,13,9.840,0.570,-0.025
388,2,-11,51.161,0.221,0.432
388,3,11,31.594,-0.490,-2.545
388,4,11,0.074,-6.795,1.118
388,5,-11,0.033,-6.809,1.162
388,6,11,0.131,0.174,-0.112
388,7,-11,0.025,-0.283,0.065
388,8,11,0.069,4.259,-2.869
388,9,-11,0.008,3.769,-2.583
389,0,11,26.829,-0.714,0.266
389,1,-11,57.515,1.009,-0.794
389,2,-13,27.228,1.019,-0.791
389,3,13,10.730,0.702,1.091
389,4,13,27.960,1.333,2.833
389,5,11,0.429,0.433,1.058
389,6,-11,0.307,0.438,1.050
389,7,11,4.475,-0.967,2.395
390,0,13,30.894,3.137,-2.299
390,1,-13,37.074,2.097,1.621
390,2,11,32.003,1.682,-1.818
390,3,-11,3.455,0.494,0.179
391,0,-11,30.787,-0.272,2.344
391,1,11,48.470,-0.499,-0.386
391,2,13,8.964,-1.235,-0.211
391,3,-13,20.336,-0.418,-2.165
391,4,11,0.010,0.516,-0.698
391,5,-11,0.024,0.138,-0.228
391,6,11,0.108,-2.214,-0.184
391,7,-11,0.141,-2.195,-0.176
392,0,11,48.864,0.858,-2.714
392,1,-11,102.561,0.968,-2.518
392,2,13,167.956,1.238,-2.333
392,3,-13,37.060,0.297,-2.493
392,4,11,0.122,-4.188,-2.165
392,5,-11,0.105,-4.166,-2.149
392,6,11,0.142,-0.150,0.146
392,7,-11,0.624,-0.144,0.181
392,8,11,0.076,4.428,-2.125
392,9,-11,0.153,4.468,-2.123
393,0,11,21.421,1.953,-1.919
393,1,-11,10.618,0.599,1.372
393,2,11,56.384,0.633,2.632
393,3,-11,36.992,1.445,-1.981
394,0,13,4.000,0.452,-0.939
394,1,-13,38.709,0.266,1.582
394,2,13,84.373,0.574,1.899
394,3,-13,27.224,0.999,-0.707
394,4,-11,0.446,-0.142,-2.722
394,5,11,0.206,-0.341,2.678
394,6,-11,0.138,-0.315,2.767
394,7,11,0.003,-1.609,-0.092
394,8,-11,0.006,-0.528,0.740
394,9,-11,1.117,-0.866,-1.665
394,10,13,0.116,-1.902,1.625
395,0,-13,43.459,-0.311,-2.128
395,1,13,16.871,1.989,0.213
395,2,11,9.448,-0.583,2.462
395,3,-11,12.909,-0.106,1.533
395,4,11,0.055,2.608,-1.889
395,5,-11,0.035,1.048,-2.957
396,0,11,17.839,-0.129,1.609
396,1,-11,34.749,0.716,2.671
396,2,13,32.571,1.344,-1.561
396,3,-13,21.417,1.623,-0.698
396,4,11,0.201,1.262,2.438
396,5,-11,0.059,1.201,2.532
397,0,13,8.263,1.087,0.736
397,1,-13,16.737,-0.480,-2.837
397,2,13,55.862,0.479,-1.460
397,3,-13,29.321,-0.593,1.068
397,4,13,0.140,-7.367,-0.806
397,5,11,0.029,2.478,2.287
397,6,-11,0.357,2.555,2.510
398,0,11,15.235,1.400,3.048
398,1,-11,25.733,0.941,-1.467
398,2,13,38.617,1.208,0.781
398,3,-13,43.074,1.710,-2.942
398,4,11,0.015,5.956,-1.168
398,5,-11,0.010,5.682,-1.154
399,0,11,16.916,0.439,0.283
399,1,-11,7.743,-0.640,-2.831
399,2,11,51.078,-0.243,2.506
399,3,-11,13.144,2.161,0.556
399,4,11,0.122,0.609,-3.106
399,5,-11,0.205,0.610,-3.105
399,6,11,0.229,1.373,-1.832
399,7,-11,0.013,1.412,-1.827
399,8,11,0.419,1.109,-1.777
399,9,-11,0.247,1.062,-1.739
399,10,11,0.042,3.179,-0.634
399,11,-11,0.027,3.806,-0.207
400,0,-11,52.095,0.915,3.045
400,1,11,29.432,0.229,-0.245
400,2,11,8.263,-0.014,-2.611
400,3,-11,21.032,1.508,-0.118
400,4,11,0.007,-1.105,-0.561
400,5,-11,0.018,0.268,-0.227
400,6,11,0.116,-7.341,-1.119
400,7,-11,0.047,-7.319,-1.116
400,8,11,0.085,-3.803,-0.971
400,9,-11,0.057,-3.825,-0.970
401,0,13,13.317,-1.424,-0.617
401,1,-13,17.371,-1.845,-2.932
401,2,13,33.032,-1.245,-2.494
401,3,-13,51.902,-2.166,0.848
401,4,11,0.231,-3.901,1.700
401,5,-11,0.020,-3.853,1.827
402,0,11,36.237,1.805,1.707
402,1,-11,2.569,3.126,-2.741
402,2,13,26.431,1.648,-1.661
402,3,-13,64.478,0.987,1.331
402,4,11,0.029,4.411,2.684
402,5,-11,0.046,4.416,2.703
403,0,13,53.221,-0.873,1.253
403,1,-13,29.495,-2.242,2.107
403,2,-11,42.130,-0.572,0.734
403,3,11,17.167,-1.398,2.430
403,4,11,0.491,-1.529,1.084
403,5,-13,1.560,-1.160,1.029
403,6,11,0.114,2.941,-0.783
403,7,-11,0.078,2.942,-0.783
403,8,11,0.284,-4.642,0.188
403,9,-11,0.066,-4.544,-0.108
403,10,11,0.101,1.138,0.662
403,11,-11,0.028,1.008,0.599
403,12,11,0.255,-0.082,-0.395
403,13,-11,0.176,-0.073,-0.398
404,0,-13,28.074,-1.859,-0.748
404,1,13,62.315,-0.720,1.758
404,2,13,17.980,-2.126,0.749
404,3,-13,6.058,-1.716,-1.004
404,4,11,0.607,-3.413,1.855
404,5,-11,0.262,-3.442,2.080
404,6,11,0.007,-3.804,-0.787
404,7,-11,0.211,-3.804,-0.835
405,0,13,17.733,0.355,-1.101
405,1,-13,12.604,-2.170,2.057
405,2,13,33.148,-0.705,0.983
405,3,-13,38.186,-0.085,-0.697
405,4,11,0.133,-5.793,0.185
405,5,-11,0.009,-5.819,0.183
406,0,-11,25.911,-0.684,-0.453
406,1,11,35.973,1.097,-3.026
406,2,11,8.590,1.225,-0.185
406,3,-11,25.857,0.452,1.563
406,4,11,0.072,-4.598,2.430
406,5,-11,0.009,-5.124,1.975
406,6,11,0.141,1.939,2.342
406,7,-11,0.127,1.938,2.336
407,0,-11,5.584,0.472,2.910
407,1,11,13.474,-0.342,-0.488
407,2,-13,19.622,0.355,-2.657
407,3,13,46.807,-1.578,0.420
407,4,11,0.237,1.090,-2.939
407,5,-11,0.641,1.072,-2.943
407,6,-13,1.613,-0.448,2.801
407,7,-11,0.464,-0.407,1.711
407,8,11,0.014,-0.407,0.429
407,9,-11,0.046,-1.692,-0.194
408,0,-13,20.961,-0.132,-3.127
408,1,13,18.748,-1.485,2.864
408,2,-13,45.464,-0.944,-2.190
408,3,13,83.021,-0.632,2.394
408,4,-11,0.138,0.318,-2.573
408,5,11,0.131,-3.260,0.043
408,6,-11,0.554,-3.279,0.061
409,0,13,29.757,-0.540,0.690
409,1,-13,4.656,-0.622,-1.970
409,2,-13,51.989,-0.576,-1.813
409,3,13,30.203,-1.429,1.720
410,0,13,44.173,-2.251,0.893
410,1,-13,51.011,-2.346,-1.120
410,2,13,60.012,-1.951,-0.147
410,3,-13,33.317,-2.187,-0.086
410,4,11,0.042,1.456,-2.017
410,5,-11,0.576,1.475,-1.919
410,6,11,0.053,-2.901,-0.312
410,7,-11,0.050,-2.873,-0.646
411,0,-13,34.861,-0.777,-0.538
411,1,13,47.657,-1.170,2.683
411,2,11,37.528,-0.465,-2.582
411,3,-11,12.898,-0.939,-2.750
411,4,11,0.346,2.542,1.019
411,5,-11,0.691,2.533,1.015
411,6,11,0.007,-1.626,1.378
411,7,-11,0.143,-0.843,1.874
411,8,11,0.089,-0.742,2.668
411,9,-11,0.114,-0.483,2.574
411,10,11,0.013,6.056,-1.862
411,11,-11,0.025,6.257,-1.892
412,0,-13,20.706,-1.179,3.051
412,1,13,26.101,-1.997,2.715
412,2,13,90.863,-1.344,-2.585
412,3,-13,17.580,-3.215,2.944
413,0,13,46.178,-0.397,3.065
413,1,-13,39.664,0.465,-0.379
413,2,13,25.442,-0.294,-0.721
413,3,-13,9.045,0.163,-2.418
413,4,11,0.029,1.470,1.641
413,5,-11,0.010,1.455,1.602
413,6,11,0.065,-4.788,1.247
413,7,-11,0.140,-4.720,1.538
413,8,11,0.008,0.445,-0.908
413,9,-11,0.006,1.281,-1.102
414,0,-11,30.081,1.279,2.125
414,1,11,38.482,-0.498,-0.069
414,2,13,20.905,0.387,-2.020
414,3,-13,7.724,0.614,-1.151
414,4,11,0.497,-2.797,2.171
414,5,-11,0.600,-2.776,2.224
414,6,11,0.372,1.289,0.628
414,7,-11,0.104,1.283,0.635
414,8,11,0.300,1.557,2.611
414,9,-11,2.995,1.480,2.624
414,10,11,0.040,4.330,0.295
414,11,-11,0.200,4.263,0.340
415,0,11,1.559,3.402,-1.756
415,1,-11,510.127,1.042,-2.705
415,2,11,110.217,1.163,-2.961
415,3,-11,2.429,1.620,2.701
415,4,11,0.124,0.952,2.142
415,5,-11,0.080,1.693,2.894
415,6,11,1.687,0.839,2.102
415,7,-11,0.188,0.835,2.100
415,8,11,0.061,0.539,0.300
415,9,-11,0.034,0.549,0.299
416,0,-13,49.488,-1.162,1.893
416,1,13,11.755,-1.841,2.044
416,2,13,10.239,0.336,-1.037
416,3,-13,11.401,-1.735,2.989
416,4,13,0.913,4.066,-0.921
416,5,11,0.139,-6.545,-2.829
416,6,-11,0.100,-6.587,-2.811
416,7,11,0.002,3.696,-1.279
416,8,-11,0.106,3.885,-1.288
416,9,11,0.002,2.937,1.183
416,10,-11,0.018,4.223,2.001
417,0,13,110.749,-1.989,-0.715
417,1,-13,23.259,-2.762,1.233
417,2,-13,7.782,-1.445,1.003
417,3,13,5.049,-3.166,2.639
418,0,13,34.351,-0.097,-1.145
418,1,-13,29.497,0.407,2.312
418,2,13,21.990,-0.143,-2.062
418,3,-13,52.972,0.367,3.003
419,0,11,23.250,-0.510,-1.559
419,1,-11,4.514,3.905,-0.985
419,2,13,16.832,1.029,0.999
419,3,-13,10.325,0.209,1.299
420,0,11,37.690,-0.043,1.931
420,1,-11,45.154,0.335,-0.984
420,2,13,22.014,0.280,-3.046
420,3,-13,16.082,-0.471,-0.478
420,4,11,0.586,0.724,2.518
420,5,-11,0.363,0.724,2.519
420,6,11,0.001,0.451,1.993
420,7,-11,0.097,0.106,-0.093
420,8,11,0.204,1.193,1.972
420,9,-11,0.228,1.191,1.960
420,10,11,0.061,-3.809,-3.060
420,11,-11,0.073,-3.718,-3.038
421,0,11,13.387,-3.345,2.053
421,1,-11,36.778,-1.071,-2.489
421,2,13,23.906,-1.592,-2.435
421,3,-13,16.213,-0.528,-0.023
421,4,-11,2.185,-1.138,-3.034
422,0,11,24.368,-1.979,2.252
422,1,-11,46.713,-0.259,-0.203
422,2,13,3.104,-1.217,-2.131
422,3,-13,29.227,-0.504,1.788
423,0,-11,2.237,-0.688,2.942
423,1,11,18.760,1.975,1.050
423,2,11,28.716,0.976,2.031
423,3,-11,49.127,1.507,-0.907
423,4,11,0.020,0.129,-0.983
423,5,-11,0.474,0.158,-1.120
424,0,11,23.970,-0.695,2.031
424,1,-11,54.343,0.825,-1.075
424,2,13,20.608,0.549,-2.119
424,3,-13,7.120,1.346,2.044
424,4,11,0.096,-0.647,-0.867
424,5,-11,0.215,-0.647,-0.867
424,6,11,0.020,3.525,0.183
424,7,-11,0.013,3.534,0.281
425,0,11,8.167,1.106,2.861
425,1,-11,35.531,0.860,-1.710
425,2,13,53.433,1.178,-1.890
425,3,-13,56.094,0.696,2.602
426,0,11,144.806,-2.725,2.523
426,1,-11,30.070,-2.019,-2.581
426,2,-13,30.878,-2.308,1.987
426,3,13,10.493,-2.059,1.365
426,4,11,0.110,7.049,-2.296
426,5,-11,0.828,7.043,-2.281
427,0,13,2.605,-0.400,1.160
427,1,-13,27.392,-0.286,-1.428
427,2,-13,27.702,-1.588,0.991
427,3,13,53.780,-0.480,-2.824
428,0,-13,15.647,-0.727,0.124
428,1,13,5.875,0.545,1.658
428,2,13,40.607,0.729,-0.161
428,3,-13,49.430,0.398,2.518
428,4,11,1.479,5.268,0.787
428,5,-11,0.277,5.283,0.678
428,6,11,0.500,4.089,2.439
428,7,-11,0.212,4.081,2.436
429,0,-11,21.052,-2.073,2.851
429,1,11,74.158,-0.964,0.646
429,2,13,19.508,-1.542,2.087
429,3,-13,39.231,-1.404,0.569
429,4,11,0.106,-1.451,2.180
429,5,-11,0.262,-1.453,2.182
430,0,-13,25.490,-1.614,0.544
430,1,13,84.710,-1.169,-3.046
430,2,13,36.262,-1.054,-3.011
430,3,-13,20.463,-0.779,-2.685
430,4,11,0.006,2.347,-2.971
430,5,-11,0.074,2.321,-2.858
431,0,-11,7.647,-2.650,0.480
431,1,11,117.695,-0.689,-1.336
431,2,13,21.117,-0.221,-2.025
431,3,-13,34.293,-1.152,-1.990
431,4,11,0.036,-1.240,-0.937
431,5,-11,0.185,-1.285,-0.956
431,6,11,0.174,0.745,1.769
431,7,-11,0.076,0.775,1.820
432,0,11,17.356,1.417,2.478
432,1,-11,14.269,1.254,-0.960
432,2,11,41.892,0.993,-0.373
432,3,-11,46.321,1.899,1.904
433,0,-13,35.417,0.408,-1.143
433,1,13,78.454,0.829,-3.034
433,2,-11,24.225,0.884,2.514
433,3,11,23.570,0.805,-2.662
433,4,11,0.253,-2.246,3.033
434,0,-13,56.050,0.723,1.991
434,1,13,34.968,0.327,-0.895
434,2,-11,11.714,0.817,-0.776
434,3,11,20.063,1.178,1.657
435,0,-13,16.887,1.997,2.394
435,1,13,28.171,-0.890,-2.510
435,2,11,8.551,0.399,-1.683
435,3,-11,23.191,0.123,1.627
436,0,13,245.966,1.079,1.883
436,1,-13,15.739,1.181,-2.763
436,2,11,34.944,1.583,1.509
436,3,-11,41.901,1.083,2.043
437,0,-11,55.351,1.196,-1.572
437,1,11,48.586,2.529,-0.822
437,2,11,16.883,2.133,2.880
437,3,-11,6.940,1.334,-1.612
437,4,11,0.061,3.083,0.455
437,5,-11,0.279,3.155,0.754
437,6,11,0.001,-5.448,3.099
437,7,-11,0.180,-4.973,2.519
437,8,11,0.008,-3.047,2.215
437,9,-11,0.173,-2.667,2.292
438,0,11,17.231,-0.877,2.277
438,1,-11,44.561,-1.785,2.883
438,2,13,41.852,-2.197,2.014
438,3,-11,5.204,-1.083,-3.116
438,4,11,11.637,-1.083,-3.116
438,5,-13,61.429,-1.089,-3.113
439,0,13,19.926,0.834,-0.556
439,1,-13,117.387,-0.006,-2.470
439,2,-13,4.687,-1.227,-0.151
439,3,13,26.523,-0.068,-3.084
440,0,-11,10.570,-1.718,1.138
440,1,11,14.340,-1.513,-2.736
440,2,11,23.935,-1.382,0.580
440,3,-11,37.926,-3.332,-2.409
441,0,11,15.064,-2.059,1.140
441,1,-11,16.330,-2.056,2.013
441,2,13,65.624,-2.770,1.122
441,3,-13,43.889,-2.708,-0.889
441,4,13,1.326,-1.369,3.139
441,5,-13,1.593,-0.759,3.000
442,0,13,117.622,-0.853,1.529
442,1,-13,109.278,-1.193,2.273
442,2,11,77.223,-1.377,1.704
442,3,-11,18.017,-0.771,1.720
442,4,11,0.467,1.276,-0.271
442,5,-11,0.130,1.287,-0.273
443,0,11,8.993,-1.165,-2.758
443,1,-11,7.626,1.688,0.919
443,2,11,38.645,-0.226,-0.997
443,3,-11,37.146,0.789,1.818
443,4,11,0.074,1.836,0.290
443,5,-11,0.426,1.890,0.260
443,6,11,0.013,-0.201,-2.757
443,7,-11,0.020,-2.070,-1.587
443,8,11,0.110,-5.559,-0.349
443,9,-11,0.020,-5.037,-0.994
443,10,11,0.020,4.809,-0.133
443,11,-11,0.025,4.736,-0.128
443,12,11,0.015,4.261,-2.357
443,13,-11,0.007,4.359,-2.466
443,14,-13,0.554,7.526,-1.424
444,0,13,19.476,3.422,-0.130
444,1,-13,18.462,3.286,-1.789
444,2,11,25.680,1.537,0.247
444,3,-11,27.359,3.430,2.962
445,0,13,9.850,0.267,2.165
445,1,-13,9.420,-1.266,1.593
445,2,11,3.647,0.725,-0.450
445,3,-11,22.086,-0.984,-2.403
445,4,11,0.623,-0.688,-1.711
445,5,-11,1.441,-0.720,-1.730
445,6,11,0.003,-5.459,2.090
445,7,-11,0.045,-4.408,-2.370
446,0,11,10.075,0.837,-0.104
446,1,-11,12.036,0.439,-2.885
446,2,13,68.143,-0.399,-3.119
446,3,-13,44.016,0.787,-2.032
446,4,11,0.117,-6.376,1.802
446,5,-11,0.090,-6.424,1.853
447,0,-11,18.040,-1.956,-1.572
447,1,11,3.361,-3.902,0.390
447,2,-11,60.107,-2.231,-2.994
447,3,11,34.468,-1.973,0.549
447,4,11,0.004,-1.036,0.244
447,5,-11,0.033,-0.882,0.332
448,0,-13,81.938,-0.635,-1.933
448,1,13,38.470,-1.135,-0.193
448,2,13,13.103,0.512,-0.935
448,3,-13,1.205,-3.064,-2.615
448,4,-11,0.573,-1.387,-3.001
448,5,11,0.052,0.968,2.623
448,6,-11,0.195,1.014,2.638
448,7,13,1.388,-0.881,2.294
448,8,11,0.009,-1.201,3.038
448,9,-11,0.060,-1.550,-2.372
449,0,13,6.569,0.573,-0.161
449,1,-13,20.465,-0.727,-2.565
449,2,-11,42.056,-0.413,-1.641
449,3,11,38.332,0.246,-0.394
450,0,13,8.782,-3.035,-2.598
450,1,-13,8.798,-2.757,2.428
450,2,-13,28.887,-0.990,1.097
450,3,13,56.178,-1.840,-1.960
450,4,11,0.066,4.138,-3.031
450,5,-11,0.006,4.294,-2.470
451,0,-11,39.057,1.090,1.421
451,1,11,59.112,1.446,-2.577
451,2,11,13.272,1.238,-1.533
451,3,-11,11.472,2.368,1.126
451,4,11,0.192,0.983,0.739
451,5,-11,0.284,0.981,0.741
451,6,13,0.478,2.318,0.267
452,0,13,16.667,0.749,2.463
452,1,-13,15.069,2.024,-1.290
452,2,13,40.221,1.042,0.879
452,3,-13,20.117,2.904,-1.714
452,4,11,0.035,1.634,-2.543
452,5,-11,0.177,1.715,2.954
452,6,11,0.046,-3.063,-1.279
452,7,-11,0.024,-3.574,0.392
453,0,13,54.589,0.958,-1.602
453,1,-13,34.320,0.425,1.928
453,2,11,21.241,1.517,-1.861
453,3,-11,12.656,1.373,2.275
453,4,13,0.327,3.476,-0.440
454,0,11,21.633,0.162,-0.695
454,1,-11,4.185,-0.251,1.427
454,2,13,11.189,-1.891,-0.143
454,3,-13,110.069,-0.337,-2.131
454,4,11,0.216,1.195,-1.830
454,5,-11,0.158,1.234,-1.804
454,6,11,0.026,-2.408,1.796
454,7,-11,0.118,-2.534,1.626
454,8,13,1.380,0.548,1.084
455,0,-13,35.353,-2.119,-0.051
455,1,13,25.206,-0.245,2.885
455,2,13,12.955,-1.110,-2.915
455,3,-13,24.115,-1.596,1.626
455,4,-13,0.353,-0.150,1.501
455,5,11,0.064,1.075,1.665
455,6,-11,0.203,1.074,1.673
456,0,11,45.116,-1.997,-1.426
456,1,-11,38.746,-1.563,1.988
456,2,13,18.749,-1.385,-0.220
456,3,-13,12.640,-1.433,2.305
456,4,13,1.251,1.432,-0.380
456,5,11,0.012,2.191,-3.071
456,6,-11,0.194,2.219,2.651
456,7,11,0.045,-1.892,-1.810
456,8,-11,0.130,-1.946,-1.842
457,0,13,0.463,4.200,0.567
457,1,-13,14.011,-0.053,1.967
457,2,13,36.294,0.721,2.088
457,3,-13,63.467,0.786,-1.205
458,0,13,45.467,-3.022,-0.507
458,1,-13,42.320,-2.387,2.704
458,2,13,8.699,-1.193,0.419
458,3,-13,11.574,-1.755,-0.847
459,0,11,29.888,-0.764,-1.508
459,1,-11,12.351,-2.465,0.997
459,2,11,57.564,-1.230,1.016
459,3,-11,13.174,-0.284,2.616
459,4,11,0.118,-2.732,0.512
459,5,-11,0.098,-3.133,0.306
460,0,11,13.941,-0.680,2.061
460,1,-11,68.193,-2.391,0.514
460,2,13,11.622,-2.445,1.557
460,3,-13,19.905,-0.720,0.014
461,0,13,12.374,2.062,2.094
461,1,-13,16.382,0.733,0.225
461,2,-11,45.835,1.379,-2.465
461,3,11,34.745,0.481,0.904
461,4,11,0.052,4.570,-1.705
461,5,-11,0.012,5.208,-2.837
461,6,11,0.148,5.892,0.560
461,7,-11,0.019,5.944,0.953
462,0,11,21.614,0.386,3.055
462,1,-11,57.269,1.868,0.083
462,2,-13,8.118,2.532,-3.009
462,3,13,15.127,1.718,0.042
463,0,13,26.308,1.162,3.061
463,1,-13,8.683,1.931,1.220
463,2,11,15.332,1.717,-2.144
463,3,-11,26.369,0.886,0.891
463,4,-11,6.200,-0.978,0.370
464,0,13,37.683,-1.190,-2.997
464,1,-13,7.055,-2.123,2.389
464,2,-11,27.438,-0.806,-1.478
464,3,11,63.124,-0.844,2.754
465,0,13,32.257,0.335,0.597
465,1,-13,9.290,1.777,1.985
465,2,-11,18.272,-0.256,-2.656
465,3,11,71.994,1.040,0.626
466,0,-11,20.294,0.947,0.288
